application_id,report_date,status,days_past_due,balance
24622,2023-12-23,Late 60,81,325212.93
3037,2023-04-21,Current,0,125189.17
8825,2024-05-20,Current,0,53844.8
8359,2024-07-09,Current,0,348491.7
17532,2024-08-29,Current,0,33082.31
5323,2023-04-05,Current,0,229869.72
16310,2023-08-28,Current,0,556331.7
8752,2025-06-14,Current,0,89801.62
20995,2023-04-28,Current,0,57461.26
8998,2024-07-14,Current,0,631550.04
14380,2025-04-15,Current,0,144921.56
17442,2022-06-23,Current,0,421689.7
9127,2023-05-02,Current,0,225537.3
10193,2025-10-14,Current,0,12269.14
3547,2024-01-31,Current,0,42437.76
9029,2024-03-21,Current,0,411867.65
8793,2025-01-05,Current,0,108885.09
17689,2024-01-04,Current,0,149256.21
10735,2023-04-22,Current,0,543220.13
19754,2022-10-11,Late 30,39,633706.83
4186,2024-10-04,Current,0,303893.08
9850,2024-03-13,Current,0,152267.18
15341,2023-10-26,Current,0,106062.52
10739,2023-10-05,Current,0,395316.09
17758,2024-04-27,Current,0,96166.35
18588,2024-05-24,Current,0,38212.27
15421,2025-11-09,Current,0,214488.88
5492,2023-04-12,Current,0,764324.97
18360,2024-03-17,Current,0,665613.82
11872,2022-11-01,Current,0,98830.61
19527,2024-05-26,Current,0,47859.06
22951,2024-08-27,Current,0,7725.85
3621,2022-04-16,Current,0,107403.21
23793,2023-04-14,Current,0,113392.71
7252,2024-05-16,Current,0,224232.82
3832,2025-05-28,Current,0,60864.4
8725,2025-08-12,Current,0,171510.5
7312,2023-04-12,Current,0,498299.36
5304,2025-03-20,Current,0,86673.12
14082,2023-03-23,Current,0,453973.15
20471,2023-11-21,Late 30,44,151416.55
5919,2024-01-15,Current,0,79484.75
10669,2023-10-25,Current,0,221656.64
17840,2024-05-08,Current,0,443582.87
17553,2024-01-28,Current,0,302263.94
19913,2024-01-01,Late 60,66,196016.16
6486,2025-01-29,Current,0,11480.91
15815,2022-11-30,Default,96,400975.98
3519,2022-04-30,Current,0,262886.48
18097,2025-07-07,Current,0,436269.63
14366,2024-12-17,Current,0,181142.51
12930,2025-04-17,Current,0,157875.59
23341,2024-01-30,Current,0,206526.23
1723,2024-04-11,Current,0,806962.24
15797,2023-10-21,Current,0,142784.16
20464,2023-07-16,Current,0,359453.99
14036,2024-04-25,Current,0,220937.76
22713,2023-05-20,Current,0,38429.77
21071,2024-06-11,Current,0,158049.71
12730,2024-11-03,Current,0,816911.58
25777,2024-07-01,Default,98,370657.44
8898,2024-01-26,Current,0,362548.5
9351,2025-03-21,Current,0,128756.08
7530,2023-02-27,Late 30,42,290870.0
15422,2024-10-31,Current,0,193357.19
25711,2022-08-30,Current,0,718182.72
22830,2024-04-14,Current,0,100456.68
21388,2024-07-09,Current,0,617483.91
18638,2024-01-26,Current,0,265868.42
7042,2023-02-04,Current,0,176641.02
4804,2024-07-20,Current,0,256235.54
16220,2022-12-02,Current,0,118212.26
24402,2022-03-30,Current,0,162131.07
10505,2023-01-10,Current,0,140449.53
21271,2023-12-17,Current,0,333978.21
19231,2024-04-13,Current,0,128483.52
20403,2024-11-28,Current,0,524895.15
9729,2023-02-06,Current,0,95515.52
13625,2022-07-26,Current,0,183485.14
2952,2023-01-10,Current,0,231476.74
20902,2023-07-11,Current,0,764012.87
5603,2024-01-14,Current,0,516119.29
3914,2023-12-07,Default,160,118622.93
23936,2025-04-17,Current,0,239964.02
16954,2024-09-11,Current,0,199071.88
10317,2023-05-18,Current,0,302638.68
15385,2023-03-11,Current,0,34464.88
12893,2024-03-15,Current,0,210263.5
3235,2025-09-13,Current,0,56146.09
23486,2023-11-26,Current,0,74622.53
17036,2024-05-30,Current,0,485566.55
21409,2023-11-01,Late 60,73,375561.09
24075,2024-11-17,Current,0,142578.84
21451,2023-04-11,Current,0,73198.2
16391,2023-12-17,Current,0,563445.73
9215,2023-08-18,Current,0,169484.37
24133,2024-02-19,Current,0,241029.5
7116,2025-01-10,Current,0,398747.6
23835,2023-09-30,Current,0,295360.93
2555,2023-11-02,Current,0,94254.97
18793,2025-05-27,Current,0,73836.03
11415,2024-05-31,Late 60,83,178320.23
11038,2024-06-28,Default,179,31272.58
13743,2024-07-28,Current,0,355420.5
11739,2024-01-24,Late 30,47,444721.95
10045,2023-03-27,Current,0,26214.62
15207,2023-05-06,Current,0,104786.06
5760,2024-01-14,Current,0,51229.91
16666,2022-08-07,Current,0,47708.64
25914,2024-01-14,Current,0,32887.98
17006,2024-01-31,Current,0,76588.48
17426,2023-11-10,Current,0,360893.25
17738,2024-11-24,Current,0,294807.49
2542,2023-07-26,Current,0,700537.05
22656,2023-08-08,Current,0,249901.77
15498,2023-04-18,Current,0,301079.73
22226,2024-04-20,Late 60,63,135092.14
10393,2025-04-28,Current,0,128547.15
14223,2023-10-15,Current,0,295019.18
12137,2024-04-13,Current,0,284228.15
9007,2023-10-08,Current,0,527976.54
3512,2024-07-26,Late 30,41,60224.1
25741,2023-04-30,Current,0,163426.82
22775,2023-10-20,Current,0,496178.44
11996,2023-08-14,Current,0,310899.4
11764,2024-02-20,Current,0,241305.8
20576,2023-07-18,Current,0,468340.1
23463,2025-05-02,Current,0,5752.41
14726,2022-08-18,Current,0,321316.77
7692,2023-12-05,Current,0,300836.46
25005,2023-01-31,Late 30,42,261600.76
6841,2024-07-09,Current,0,183201.8
5450,2024-08-27,Current,0,138383.77
9189,2022-11-03,Default,119,159401.9
22460,2022-12-22,Current,0,330379.32
22839,2023-06-24,Current,0,128076.23
1369,2024-06-10,Current,0,168903.19
15257,2024-05-06,Current,0,32187.87
8994,2024-01-24,Current,0,361742.7
19334,2025-01-18,Current,0,67059.39
25067,2023-12-22,Current,0,753009.45
25783,2023-07-24,Current,0,173158.74
25979,2023-10-04,Current,0,3994.8
14287,2023-03-29,Current,0,86814.25
10717,2023-09-15,Default,145,592306.38
24468,2023-04-10,Current,0,95982.31
17030,2022-10-09,Late 30,41,512458.81
20125,2024-07-28,Current,0,187498.11
4102,2023-12-22,Current,0,569247.1
22960,2023-10-25,Current,0,291701.92
1044,2023-08-30,Late 30,57,419526.85
7594,2025-06-18,Current,0,13405.82
24073,2024-03-26,Current,0,53532.37
1169,2024-05-18,Current,0,279039.18
20158,2024-12-06,Current,0,434223.41
16257,2024-04-28,Current,0,75527.46
9869,2023-02-19,Late 30,55,142032.5
15282,2025-07-31,Current,0,355538.24
15493,2023-12-20,Current,0,541487.66
4335,2024-01-26,Current,0,163615.06
24968,2024-03-22,Current,0,120257.15
17861,2024-04-29,Current,0,311494.68
7961,2024-03-19,Current,0,427467.66
10699,2024-04-30,Current,0,564442.42
23843,2023-03-26,Current,0,437919.87
1123,2022-12-21,Current,0,263759.01
20785,2023-03-07,Current,0,53809.34
19758,2023-09-28,Late 30,52,483932.89
4173,2024-09-05,Current,0,52009.75
1009,2025-06-27,Current,0,253650.38
9536,2023-03-07,Current,0,956896.59
2287,2023-02-05,Late 30,53,420493.5
14363,2024-01-10,Current,0,27105.04
23556,2023-05-06,Current,0,204686.83
16696,2023-07-28,Current,0,201247.28
10594,2023-10-01,Current,0,736197.43
15070,2023-12-28,Current,0,635358.33
3404,2024-02-11,Late 30,40,397276.17
5235,2024-11-01,Current,0,649211.85
19645,2023-03-04,Current,0,82783.04
21115,2024-09-22,Current,0,97938.39
15472,2023-09-09,Current,0,354351.82
22694,2024-08-20,Current,0,277367.51
11687,2025-11-14,Current,0,140041.93
22144,2023-04-24,Current,0,424231.75
12910,2022-03-25,Current,0,153147.73
6401,2025-04-26,Current,0,223720.69
9213,2023-10-06,Current,0,463129.83
20375,2023-04-03,Late 30,58,123969.8
3107,2023-05-11,Current,0,307794.3
3030,2023-09-02,Current,0,99880.24
16949,2024-09-06,Late 60,77,802158.77
7013,2025-03-11,Current,0,567256.77
25487,2024-10-25,Current,0,8044.31
12393,2024-10-08,Late 30,45,43824.98
22999,2024-02-06,Current,0,111725.66
14676,2023-10-01,Current,0,472698.21
1386,2024-04-16,Current,0,371156.28
23305,2024-08-27,Current,0,870593.27
10531,2024-02-24,Current,0,86555.18
8545,2024-02-03,Current,0,704112.16
19790,2022-12-19,Current,0,282027.64
7342,2023-03-10,Late 30,51,132836.0
7778,2025-02-21,Current,0,513771.05
2732,2023-09-23,Current,0,165139.24
14209,2023-06-28,Current,0,440909.97
9225,2024-04-13,Current,0,479385.93
10314,2024-05-13,Current,0,220413.55
17460,2024-07-10,Current,0,62351.22
5806,2023-06-04,Current,0,18524.38
7501,2023-01-05,Current,0,147301.15
22665,2023-05-20,Current,0,366997.42
17718,2023-01-24,Current,0,10079.54
7719,2023-11-04,Current,0,468358.27
19723,2022-10-31,Current,0,517319.39
16678,2022-12-25,Current,0,247457.57
8214,2024-03-22,Current,0,638542.28
10762,2024-02-29,Current,0,239426.31
17230,2024-01-04,Current,0,61863.94
8615,2024-05-04,Current,0,356446.98
20180,2023-07-09,Late 60,67,875287.98
2245,2024-01-21,Current,0,78585.75
25975,2024-12-31,Current,0,20813.16
4121,2025-05-14,Current,0,374207.31
8879,2023-09-26,Current,0,257885.37
18282,2025-06-02,Late 30,47,144459.02
7301,2024-01-07,Current,0,496693.51
18572,2024-05-17,Current,0,308929.41
25169,2023-11-16,Late 60,60,565810.42
5233,2024-05-03,Current,0,29853.49
9654,2024-08-12,Current,0,236325.62
7113,2023-12-26,Current,0,41854.29
23019,2024-02-06,Current,0,763910.73
4546,2024-02-06,Default,96,193988.63
18108,2024-09-08,Current,0,87542.46
7538,2023-12-02,Current,0,287428.1
16926,2024-05-16,Current,0,404978.31
20914,2023-06-27,Current,0,135941.4
7137,2025-08-18,Current,0,9717.93
19039,2024-09-17,Current,0,337815.71
5224,2022-10-09,Current,0,404619.68
12243,2024-04-19,Current,0,380508.22
18129,2024-08-01,Current,0,755844.97
11468,2023-01-15,Current,0,136111.12
7527,2024-12-26,Current,0,17360.72
7205,2024-05-15,Current,0,583990.62
21144,2023-11-23,Default,91,153964.08
1498,2024-05-15,Late 60,73,50523.28
4151,2023-07-04,Current,0,176226.04
17113,2024-01-10,Current,0,375688.03
21063,2024-01-12,Late 60,87,66993.73
2123,2025-05-24,Current,0,687566.02
6382,2024-03-20,Current,0,177950.53
7784,2024-09-22,Default,125,3611.12
19531,2024-11-22,Current,0,910527.97
23699,2022-12-31,Current,0,453345.12
8109,2023-02-28,Current,0,178282.5
1126,2024-09-20,Current,0,85783.37
11602,2024-01-26,Current,0,238770.0
2376,2025-04-05,Current,0,299483.95
13050,2023-07-09,Current,0,83706.52
19112,2023-07-07,Current,0,436285.45
5741,2024-02-09,Current,0,51063.14
24535,2024-04-19,Current,0,178316.17
21442,2024-11-28,Late 30,47,24653.72
22088,2024-10-20,Current,0,241657.31
22016,2024-10-08,Current,0,481371.07
24056,2023-05-26,Current,0,104013.03
2633,2024-01-11,Late 60,73,258719.37
8968,2024-03-31,Late 30,54,248135.33
13676,2023-01-15,Current,0,352438.48
12488,2024-12-01,Current,0,138240.12
10477,2024-03-06,Current,0,338275.3
21349,2023-02-08,Current,0,276031.08
21406,2023-12-15,Current,0,265740.61
14866,2025-04-26,Current,0,263098.15
17499,2024-05-02,Current,0,21569.13
3371,2023-07-26,Current,0,792342.06
5579,2023-11-26,Current,0,446468.33
12100,2023-11-29,Current,0,189689.19
11840,2023-10-11,Late 30,33,245846.8
13806,2025-08-20,Current,0,196879.58
14884,2022-10-29,Current,0,59571.81
10988,2022-05-21,Current,0,28355.95
23149,2024-05-11,Late 60,83,396726.34
23711,2022-10-28,Current,0,95084.32
20355,2025-05-01,Current,0,547948.78
22994,2024-10-19,Current,0,840405.68
21041,2024-06-30,Current,0,39966.51
5745,2023-09-30,Current,0,141228.12
21093,2024-08-11,Current,0,105332.8
9793,2025-08-08,Current,0,244513.05
9254,2023-07-26,Current,0,240912.22
13606,2023-02-10,Current,0,410985.43
15698,2023-12-17,Current,0,95615.22
12400,2022-11-10,Current,0,576037.7
2725,2023-12-08,Current,0,258544.66
16233,2024-03-22,Current,0,152198.23
21307,2024-02-15,Current,0,250813.42
5756,2023-01-03,Current,0,158627.67
21488,2024-01-02,Current,0,44034.77
7578,2024-04-25,Current,0,236154.88
6835,2022-11-03,Current,0,173203.21
19945,2023-02-27,Current,0,125893.74
24107,2024-06-25,Late 30,44,16349.31
15899,2022-12-02,Current,0,55510.7
17722,2024-03-28,Current,0,612275.65
20591,2024-12-17,Current,0,735340.86
18305,2024-10-04,Late 30,50,167641.24
20173,2024-06-29,Current,0,172581.94
16455,2023-02-25,Current,0,153551.41
15107,2025-09-03,Current,0,248526.2
18135,2023-10-24,Current,0,77494.43
17953,2023-11-13,Late 60,71,86627.35
18123,2024-01-20,Default,92,119540.82
14483,2025-04-09,Current,0,626679.72
19031,2023-09-02,Current,0,377670.08
22937,2023-12-02,Current,0,757887.96
4048,2025-05-07,Current,0,57879.13
14111,2023-06-05,Current,0,110434.12
24929,2023-06-06,Current,0,298332.87
16405,2024-10-16,Current,0,647314.25
6191,2023-10-04,Current,0,587352.73
23062,2023-11-08,Late 60,75,663970.68
10617,2025-05-17,Late 30,41,782880.85
12147,2022-05-24,Current,0,827562.82
24857,2024-05-06,Default,142,501920.93
18285,2023-02-26,Late 30,32,78846.06
19923,2024-02-19,Current,0,11266.49
25213,2022-10-14,Current,0,54641.48
23989,2023-04-03,Current,0,76843.8
6417,2024-07-07,Late 30,57,590111.23
2490,2024-12-22,Current,0,159629.52
8207,2024-02-18,Current,0,176090.61
7804,2023-09-01,Default,120,484275.39
22905,2023-04-21,Current,0,273205.3
5371,2023-03-28,Current,0,144398.9
17791,2024-01-26,Current,0,427192.96
5575,2023-07-14,Default,158,351337.4
7955,2024-05-10,Current,0,509873.22
2742,2023-08-06,Current,0,135655.18
23827,2024-08-19,Current,0,23916.47
24372,2023-08-22,Late 30,37,177915.83
15918,2024-09-11,Current,0,106500.39
14208,2023-06-18,Late 60,70,250020.22
14555,2024-01-21,Late 60,76,10553.32
5475,2025-03-18,Current,0,118364.2
17630,2023-09-18,Current,0,537105.54
11736,2022-10-16,Late 30,45,469142.4
12280,2022-10-03,Current,0,279523.13
16132,2023-04-19,Current,0,468707.59
5461,2022-10-11,Current,0,749499.07
15550,2023-10-16,Current,0,123041.9
25696,2023-09-29,Current,0,356069.56
22310,2023-01-23,Current,0,265120.45
6051,2025-04-26,Current,0,136146.37
7963,2022-10-11,Current,0,27037.67
8353,2025-04-30,Current,0,857935.27
11790,2022-04-11,Current,0,238569.45
12195,2023-10-11,Late 30,53,84120.57
1668,2022-04-22,Current,0,179059.68
17539,2024-04-06,Current,0,462358.75
8925,2023-04-07,Current,0,300630.4
23226,2024-05-19,Current,0,346578.54
18016,2022-11-25,Current,0,734503.7
12803,2023-01-19,Current,0,228698.05
19644,2022-12-03,Late 60,69,107987.39
18681,2025-05-10,Current,0,35192.33
14263,2024-02-06,Current,0,637917.75
6294,2022-07-13,Current,0,502910.8
25833,2023-11-29,Current,0,102348.8
9416,2023-03-23,Current,0,197869.1
14237,2024-12-18,Late 30,45,203260.17
23483,2023-08-06,Default,94,48156.5
2663,2023-05-12,Current,0,201256.4
14736,2023-06-11,Current,0,288611.83
16067,2023-04-12,Late 30,48,161603.21
14299,2024-03-26,Current,0,92556.25
6193,2023-04-03,Current,0,676206.9
8680,2024-01-12,Current,0,29326.4
17595,2022-07-15,Current,0,47156.8
4180,2024-11-05,Current,0,98660.55
2641,2023-08-19,Current,0,217563.28
8043,2022-12-13,Current,0,192878.77
15351,2024-10-09,Current,0,47194.33
16622,2025-01-05,Current,0,215952.26
6873,2024-09-10,Current,0,380111.85
10897,2025-03-21,Current,0,231293.13
3429,2022-11-05,Current,0,208751.34
7468,2022-12-27,Late 30,35,179754.25
13349,2024-11-25,Current,0,201665.33
2525,2024-07-18,Current,0,253432.45
4400,2023-01-13,Current,0,373849.43
18234,2023-04-01,Current,0,870408.26
12775,2024-04-14,Current,0,603585.4
16062,2024-09-11,Current,0,164270.32
11312,2023-11-23,Current,0,197501.43
3746,2023-09-04,Current,0,25840.86
13220,2024-05-22,Current,0,558506.04
21069,2024-06-05,Current,0,361193.19
25949,2024-07-28,Current,0,35442.48
2513,2024-12-09,Late 60,70,362928.92
16740,2022-05-26,Late 60,81,562137.02
25304,2024-02-24,Current,0,397829.42
22653,2024-04-02,Current,0,289342.29
21444,2023-12-19,Current,0,184850.22
25420,2022-11-12,Default,170,490144.44
6959,2025-03-29,Current,0,738299.25
17865,2024-09-12,Current,0,595165.42
13036,2024-02-28,Current,0,131885.55
25108,2023-07-02,Current,0,233164.02
24073,2022-09-22,Current,0,210721.68
7017,2023-11-04,Current,0,4356.18
7015,2024-11-18,Default,92,163267.96
6760,2025-10-15,Current,0,820129.42
8203,2022-08-05,Current,0,428102.87
14239,2024-05-31,Current,0,61484.99
8910,2022-06-22,Late 30,48,43767.31
6948,2024-06-04,Default,139,131107.36
22888,2024-06-23,Current,0,191614.33
16180,2024-05-23,Current,0,636296.16
16375,2025-09-27,Current,0,81114.05
18302,2024-03-08,Current,0,83871.46
2472,2022-07-29,Current,0,10839.99
6660,2024-04-03,Current,0,220838.1
15332,2023-03-22,Current,0,318529.9
25752,2023-07-09,Current,0,225871.8
15537,2024-12-05,Current,0,148899.17
10488,2023-01-15,Current,0,74683.32
21615,2023-10-10,Current,0,174403.37
14294,2024-09-03,Current,0,29216.57
5445,2024-07-31,Current,0,398149.53
17803,2024-05-04,Current,0,125312.73
9420,2022-11-11,Current,0,185096.86
2142,2023-01-04,Current,0,143543.69
7134,2024-05-04,Current,0,697675.19
15480,2022-11-12,Current,0,266012.98
16830,2024-05-31,Current,0,402408.54
4786,2024-04-30,Current,0,280659.89
5014,2024-10-25,Current,0,89210.24
24667,2022-10-25,Current,0,22749.35
13095,2024-04-27,Current,0,336806.69
14686,2024-11-07,Late 30,48,171819.61
23497,2023-08-21,Current,0,64127.18
22931,2023-04-26,Current,0,119997.43
16847,2024-06-01,Current,0,122136.71
5747,2023-10-10,Current,0,266338.51
14325,2024-02-29,Current,0,135676.37
15016,2025-04-19,Current,0,108875.62
23262,2023-11-04,Current,0,49190.84
14773,2023-09-12,Current,0,127016.6
5152,2024-11-19,Current,0,31768.79
8856,2023-03-19,Late 60,68,545555.03
12255,2023-05-10,Late 30,39,282507.73
13965,2023-03-17,Current,0,160709.9
19324,2024-03-06,Current,0,120494.87
20568,2024-05-28,Current,0,74700.41
11603,2023-11-04,Late 30,31,22313.92
2439,2024-08-22,Current,0,120408.62
19207,2024-04-09,Current,0,205750.64
24735,2023-10-27,Current,0,180190.8
7022,2024-08-01,Current,0,108198.97
1779,2025-08-15,Current,0,313313.46
1958,2023-03-16,Current,0,487767.51
14196,2024-02-02,Default,119,602790.55
1566,2025-10-05,Late 60,62,36524.4
7270,2023-08-07,Current,0,170926.91
14861,2023-09-27,Current,0,466988.47
13124,2023-12-16,Current,0,184531.02
3618,2023-01-09,Current,0,26843.47
8400,2023-05-25,Current,0,514145.36
7669,2023-06-23,Current,0,72545.25
24022,2023-11-14,Current,0,472620.64
21335,2023-11-05,Current,0,118013.7
25255,2023-02-17,Current,0,180405.11
14956,2023-10-24,Late 30,33,654948.61
19480,2024-06-15,Default,126,38679.59
20061,2023-04-10,Current,0,164502.79
4341,2023-02-08,Current,0,134184.51
3599,2024-07-13,Late 30,40,219539.12
17129,2023-08-14,Current,0,416674.95
17568,2024-08-03,Current,0,166042.35
17321,2023-12-24,Current,0,577424.78
22915,2023-12-27,Current,0,381889.38
8157,2023-05-02,Current,0,208145.11
11357,2023-11-26,Late 60,66,12338.9
20083,2022-12-16,Current,0,200662.3
8095,2023-12-03,Current,0,697469.18
22757,2022-10-21,Default,113,703237.34
9356,2023-07-17,Current,0,355693.49
12594,2023-10-08,Current,0,135140.73
17200,2024-08-26,Current,0,287410.54
24643,2023-10-22,Current,0,427081.0
1229,2022-12-11,Current,0,333313.45
5955,2025-04-02,Current,0,318260.79
20131,2025-07-15,Current,0,40601.31
24452,2023-07-28,Current,0,491765.61
5478,2023-10-11,Late 30,41,121744.31
4154,2024-03-05,Current,0,370680.84
18344,2023-11-01,Late 60,74,98682.7
14558,2023-11-06,Current,0,456643.91
6411,2023-04-14,Current,0,538888.18
18851,2024-04-09,Current,0,536492.41
19607,2024-04-10,Default,91,123567.41
5258,2023-06-13,Late 30,40,43276.43
21353,2024-06-19,Current,0,181109.91
13080,2023-10-08,Current,0,85958.03
3831,2023-06-12,Current,0,520588.8
24893,2025-01-29,Current,0,57666.64
15294,2024-02-06,Current,0,28485.71
12260,2024-03-05,Late 30,51,139829.88
19098,2025-05-13,Current,0,256689.77
10801,2023-07-03,Current,0,225789.67
13147,2024-07-02,Current,0,109193.96
20767,2024-12-06,Current,0,304216.2
15263,2025-04-16,Current,0,65301.9
5620,2024-06-27,Current,0,656803.25
2376,2024-02-23,Current,0,120164.19
3736,2023-01-27,Current,0,426345.55
11134,2022-09-03,Current,0,324397.62
14663,2022-06-02,Current,0,227885.79
20033,2025-05-02,Late 30,48,904673.38
19425,2024-12-02,Current,0,532488.89
13946,2023-01-27,Current,0,49916.99
6764,2025-01-21,Current,0,168252.8
24980,2022-09-02,Current,0,53640.9
2894,2023-12-30,Default,106,594895.86
21124,2024-12-19,Current,0,280764.03
5264,2024-06-09,Current,0,91613.08
14861,2023-09-02,Current,0,948033.75
15388,2024-08-11,Current,0,603197.67
4876,2024-01-23,Current,0,306939.84
9913,2024-04-01,Current,0,108037.24
21154,2025-07-04,Current,0,304415.08
13787,2023-12-19,Late 60,60,340685.82
11680,2024-10-15,Current,0,52646.06
17634,2023-03-20,Late 30,34,6380.4
21640,2025-08-11,Current,0,101325.85
17091,2025-03-05,Current,0,742119.82
6775,2024-10-29,Current,0,430791.15
21733,2024-05-26,Default,126,633243.51
4290,2025-05-10,Current,0,97678.72
8419,2024-08-04,Current,0,273600.17
13733,2022-07-31,Current,0,199571.26
20063,2024-10-23,Current,0,581627.54
16577,2024-01-10,Current,0,91785.61
14157,2023-03-23,Late 60,72,26101.12
22524,2024-08-11,Current,0,302744.08
14869,2023-05-05,Current,0,200074.18
23688,2024-10-17,Late 60,74,721798.05
3587,2023-06-26,Current,0,387936.72
23642,2022-11-25,Current,0,123097.85
20358,2022-12-31,Current,0,337441.85
10798,2024-11-28,Current,0,577150.58
9633,2023-05-31,Current,0,144070.47
10801,2022-11-24,Current,0,265075.89
25291,2023-08-15,Late 30,49,207102.72
14045,2023-09-14,Current,0,314645.03
17693,2024-07-27,Current,0,1832.14
17234,2023-03-30,Current,0,143746.41
5331,2024-05-01,Current,0,159381.37
6628,2023-10-16,Late 30,49,566931.59
10482,2022-08-14,Current,0,162221.91
20607,2022-08-04,Current,0,356074.54
9246,2025-09-26,Current,0,549384.76
10575,2023-07-14,Current,0,673316.11
4871,2023-01-25,Current,0,838758.37
5715,2023-05-30,Current,0,290838.05
24632,2024-09-07,Current,0,235920.21
6555,2024-10-31,Current,0,378423.88
11596,2023-12-25,Current,0,400175.16
4451,2024-02-29,Current,0,342438.58
9476,2023-03-08,Current,0,670103.04
2451,2023-08-23,Current,0,201073.33
1745,2023-11-11,Current,0,879010.8
3447,2023-01-04,Current,0,89402.14
19770,2025-04-02,Current,0,237058.31
10134,2023-09-23,Late 60,62,26575.83
11973,2023-08-31,Current,0,178530.82
20461,2023-02-27,Late 30,40,351523.04
19158,2022-12-03,Current,0,238205.41
13754,2023-08-07,Current,0,608087.25
18261,2023-09-26,Current,0,155597.64
2747,2024-06-16,Current,0,117285.18
3761,2023-04-23,Current,0,658687.76
23828,2024-09-22,Current,0,41139.76
21883,2022-12-10,Current,0,187778.66
8098,2023-09-26,Current,0,674656.89
3134,2024-12-25,Current,0,28369.68
23118,2023-09-23,Late 60,61,44261.85
4202,2025-03-17,Default,109,150518.6
6018,2024-11-20,Current,0,919139.88
13308,2023-12-08,Current,0,52794.28
2930,2025-04-09,Current,0,686713.03
13241,2025-04-01,Late 30,37,409522.55
7908,2023-10-27,Current,0,174098.29
8915,2024-11-18,Current,0,76226.29
2571,2024-08-12,Current,0,264246.21
13471,2025-03-11,Late 30,32,723139.33
21578,2024-01-21,Current,0,714412.67
7699,2024-03-25,Current,0,165627.88
4514,2023-02-02,Current,0,77107.45
16027,2024-11-26,Current,0,559970.75
3842,2024-01-27,Current,0,537860.96
16887,2023-05-01,Current,0,140964.04
24062,2022-06-18,Current,0,139153.97
18246,2023-03-22,Current,0,103633.57
8020,2023-01-26,Current,0,189559.15
4876,2023-08-31,Current,0,291848.73
7446,2025-01-02,Late 30,34,749349.11
19131,2024-07-14,Late 30,55,80106.6
11441,2024-09-07,Current,0,98229.3
11738,2024-11-27,Current,0,274207.16
14023,2023-05-24,Current,0,182300.82
2769,2023-11-26,Current,0,62805.48
22731,2024-10-26,Current,0,602121.17
13928,2024-06-28,Current,0,326701.04
2452,2023-03-16,Current,0,184220.26
20681,2025-04-07,Current,0,719375.39
1613,2023-06-25,Current,0,619632.05
24298,2024-04-16,Current,0,74963.53
18397,2024-03-07,Default,169,276042.22
18868,2024-07-09,Current,0,56176.83
9426,2023-07-29,Late 60,63,520359.72
18833,2025-06-01,Current,0,183884.88
19806,2024-04-24,Default,169,148951.69
15666,2024-06-17,Current,0,102553.33
6959,2024-05-31,Current,0,709857.67
4376,2024-09-28,Default,97,288620.48
11558,2022-12-16,Default,99,322297.1
16273,2023-10-18,Current,0,45278.2
13702,2025-01-09,Current,0,629257.2
7859,2024-03-29,Current,0,901123.83
19520,2024-08-17,Current,0,10440.24
24838,2023-03-05,Current,0,244832.27
25363,2025-07-28,Late 30,32,13403.1
19734,2024-01-24,Current,0,102561.11
14251,2023-12-03,Late 30,30,48831.1
17247,2023-10-22,Default,119,309803.18
4445,2025-04-14,Current,0,79616.71
5654,2022-07-21,Late 30,46,146773.06
24548,2024-06-01,Current,0,210596.44
22707,2024-06-06,Current,0,354979.93
7682,2024-05-30,Late 60,83,278878.87
7673,2024-04-25,Current,0,225743.0
21936,2022-09-24,Late 60,71,97809.16
12843,2022-09-30,Current,0,174857.82
10591,2025-04-16,Current,0,110299.67
17132,2023-06-24,Late 30,33,11279.54
6864,2023-10-08,Current,0,574308.5
4452,2024-01-09,Current,0,801336.28
22099,2023-08-19,Current,0,528034.19
4572,2025-05-02,Current,0,773505.72
2495,2024-01-17,Late 60,77,32907.84
19833,2024-01-05,Late 60,87,662935.47
21332,2022-07-15,Current,0,15009.55
9955,2024-12-08,Current,0,157969.18
15039,2023-02-10,Current,0,7529.52
8669,2025-08-10,Default,169,474610.31
10040,2023-07-30,Current,0,508644.61
18805,2024-08-15,Current,0,208188.54
11753,2023-06-26,Current,0,543975.03
4986,2023-11-27,Current,0,506709.71
5625,2025-01-26,Current,0,796448.65
14906,2025-01-03,Current,0,32782.78
12903,2023-11-11,Current,0,334415.76
15899,2023-08-11,Current,0,428220.89
3252,2023-10-07,Late 30,56,245814.33
7000,2023-05-03,Current,0,62282.73
19510,2022-12-21,Current,0,458544.36
11155,2024-10-11,Current,0,62739.36
16523,2025-07-21,Current,0,425218.64
3443,2024-04-25,Current,0,151360.17
2679,2023-07-29,Current,0,183487.44
8684,2023-03-21,Current,0,666730.68
13621,2024-07-18,Late 30,43,64809.87
19166,2024-04-10,Current,0,57148.97
21732,2024-10-25,Late 30,34,35681.9
1418,2025-09-13,Current,0,422740.2
12394,2025-02-02,Current,0,227249.23
4393,2025-05-08,Current,0,350789.18
10074,2025-02-27,Current,0,106399.67
17108,2024-04-11,Current,0,441832.26
24735,2024-03-12,Current,0,73544.04
9304,2023-03-26,Late 30,32,807454.9
20641,2025-07-02,Current,0,143008.06
15180,2024-08-17,Current,0,388006.37
5893,2024-02-17,Late 30,33,340731.46
21614,2023-09-06,Current,0,182736.83
17384,2022-12-20,Current,0,28718.69
