application_id,customer_id,credit_score,ltv_ratio,loan_amount,tier,interest_rate,origination_date
8184,447,830,0.5313,464169.79,B,6.74,2023-10-28
8185,1392,803,0.5365,637934.11,A,6.19,2022-09-19
8186,11517,626,0.769,854418.86,D,13.66,2022-04-25
8187,1341,660,0.7234,33294.94,B,10.57,2022-07-23
8188,2940,700,0.6318,572497.32,B,7.82,2023-02-21
8189,11892,622,0.9393,692980.96,A,8.02,2022-08-07
8190,5970,725,0.8358,143499.77,B,9.0,2023-08-29
8191,9266,653,0.8093,938223.39,B,8.63,2022-11-15
8192,4814,632,0.5816,90139.48,D,3.95,2023-12-12
8193,3570,812,0.6278,326994.84,B,14.28,2023-10-31
8194,5455,779,0.7723,246122.9,D,5.16,2023-06-18
8195,3151,741,0.858,77121.92,B,3.9,2022-08-29
8196,9798,616,0.919,702985.97,A,3.95,2023-06-30
8197,6415,676,0.814,516161.98,A,10.51,2022-03-14
8198,4658,628,0.6884,432853.66,B,13.56,2023-02-24
8199,6948,589,0.811,207449.01,D,11.13,2022-07-09
8200,10487,619,0.5311,448437.41,A,7.23,2023-09-27
8201,7944,732,0.77,902228.08,C,9.4,2023-09-23
8202,3663,685,0.9026,361650.11,A,6.17,2022-10-11
8203,4483,620,0.7866,513669.56,C,4.29,2022-05-17
8204,4798,743,0.5034,929387.6,B,4.09,2022-07-20
8205,5069,837,0.8125,694312.67,A,11.26,2023-02-21
8206,5481,790,0.8269,51439.71,A,8.06,2023-03-15
8207,8034,781,0.7436,339044.45,B,10.54,2023-07-04
8208,984,774,0.8672,976620.87,B,11.1,2023-05-02
8209,5608,632,0.591,866527.2,A,14.49,2022-11-21
8210,8544,726,0.684,883859.04,B,7.28,2023-11-20
8211,9917,822,0.8634,934707.15,C,5.38,2023-05-01
8212,10144,630,0.7717,637216.71,B,4.55,2022-09-24
8213,9472,693,0.9475,782482.74,C,3.23,2022-04-11
8214,1908,699,0.5312,656978.18,A,4.83,2023-04-01
8215,6925,768,0.6099,533111.52,C,11.3,2022-01-29
8216,9217,625,0.5896,524641.97,A,8.15,2022-03-16
8217,8738,822,0.9394,22841.19,C,13.5,2023-11-16
8218,4175,629,0.8912,239535.11,A,3.16,2022-08-17
8219,10574,590,0.5599,38718.9,B,14.17,2023-05-09
8220,9081,627,0.6592,455253.31,A,3.62,2023-02-01
8221,7266,635,0.5237,724113.61,B,14.77,2022-04-20
8222,9298,587,0.7847,938839.9,B,4.25,2022-02-18
8223,10742,593,0.649,23447.13,D,5.48,2023-09-17
8224,1991,794,0.6159,495787.17,A,11.68,2022-03-12
8225,5597,824,0.7354,702851.36,B,7.65,2022-11-10
8226,3999,633,0.858,670528.39,B,14.21,2022-08-22
8227,3776,710,0.6818,755355.33,A,4.35,2023-09-17
8228,11005,588,0.8409,846792.26,B,11.81,2022-07-24
8229,9113,791,0.7008,915020.81,A,9.51,2022-07-07
8230,4646,701,0.5965,188597.37,C,13.3,2022-04-02
8231,2062,693,0.7008,955565.98,B,4.35,2022-01-22
8232,4488,599,0.7421,807798.62,C,13.84,2022-03-29
8233,11832,600,0.7077,900913.25,C,3.43,2023-07-16
8234,11358,787,0.6234,349806.52,B,13.59,2023-07-31
8235,4436,612,0.5833,998587.11,B,14.46,2023-01-04
8236,2645,712,0.9261,22076.6,C,4.16,2023-05-06
8237,1046,770,0.6339,871986.08,D,7.36,2022-10-14
8238,11749,605,0.8174,682151.63,B,13.36,2022-04-10
8239,7952,668,0.6533,146397.77,D,7.15,2022-02-01
8240,6450,671,0.9363,832942.43,D,5.85,2022-10-01
8241,2682,612,0.9447,795322.66,A,5.3,2022-03-31
8242,3200,817,0.8713,544133.3,B,10.61,2023-06-20
8243,6769,597,0.7617,637369.39,C,5.05,2022-12-04
8244,9131,606,0.7439,136106.98,A,4.69,2022-07-03
8245,7441,687,0.648,463501.14,A,4.87,2023-02-27
8246,8634,805,0.5549,49211.13,B,11.01,2023-05-29
8247,2551,598,0.5356,581476.42,A,12.9,2023-04-18
8248,4226,802,0.7095,457217.77,A,13.24,2023-12-18
8249,597,683,0.9405,94686.26,B,12.17,2023-01-14
8250,6055,616,0.6111,417770.71,C,7.04,2022-07-27
8251,1506,823,0.6849,443495.1,A,3.69,2023-08-11
8252,9054,622,0.7886,740219.96,C,11.05,2023-04-23
8253,10833,705,0.658,62918.51,D,12.92,2022-10-06
8254,6469,588,0.5016,617790.76,A,12.02,2023-12-31
8255,7237,593,0.6783,517746.85,A,13.22,2022-09-21
8256,11924,710,0.8621,282164.58,C,10.28,2022-04-02
8257,1552,763,0.9248,746970.21,A,12.91,2023-03-16
8258,11429,632,0.6238,567326.54,B,9.83,2023-10-11
8259,9929,620,0.9147,525130.21,B,3.21,2022-06-24
8260,6853,600,0.8902,952827.72,B,5.82,2023-04-28
8261,1450,787,0.683,816443.33,B,9.22,2022-07-18
8262,5954,730,0.5021,214365.04,B,4.52,2022-02-27
8263,8457,648,0.8802,394088.5,C,10.42,2023-11-15
8264,8043,606,0.629,666261.31,B,3.44,2022-02-12
8265,2660,695,0.8401,554589.45,A,8.09,2022-09-02
8266,7510,721,0.7572,436394.14,C,11.58,2023-05-27
8267,7894,620,0.5997,981520.82,D,4.99,2023-09-02
8268,7446,685,0.7917,174270.42,A,9.94,2023-06-20
8269,2722,653,0.8442,345162.27,A,9.04,2022-03-25
8270,9655,639,0.7135,402279.58,D,11.91,2022-02-19
8271,12445,701,0.8366,77674.48,A,12.97,2023-11-17
8272,9638,782,0.6822,473267.34,B,8.21,2023-10-03
8273,10491,590,0.9411,529344.54,A,14.89,2023-08-15
8274,2926,726,0.6079,271950.53,A,4.49,2023-07-05
8275,9825,795,0.85,962250.71,A,14.01,2022-03-19
8276,10567,593,0.8373,539976.66,D,8.74,2023-03-21
8277,7105,646,0.7382,585959.12,A,13.43,2022-01-17
8278,6241,759,0.6577,894882.34,A,12.32,2023-04-15
8279,513,821,0.7006,281499.54,A,9.09,2023-10-07
8280,216,739,0.7833,637850.17,B,10.17,2023-04-18
8281,7300,589,0.7387,454748.69,D,6.35,2023-01-04
8282,11524,703,0.8427,377737.97,A,9.91,2022-09-01
8283,10365,820,0.6623,383481.61,B,8.8,2023-12-11
8284,3154,722,0.5483,33791.67,A,6.01,2023-10-08
8285,7451,746,0.7275,822911.19,A,6.0,2022-03-30
8286,1707,636,0.6166,589791.39,B,5.91,2022-05-08
8287,10299,717,0.7775,933336.62,D,11.1,2023-12-26
8288,1568,596,0.7341,847010.16,B,8.16,2022-10-20
8289,10401,582,0.8504,985040.77,B,12.77,2023-07-30
8290,10524,822,0.7589,43511.49,A,10.74,2023-02-22
8291,10346,687,0.6938,651914.49,B,8.39,2023-10-01
8292,1129,630,0.5539,955078.09,B,10.88,2022-11-21
8293,3511,753,0.5541,770833.88,A,12.97,2023-02-08
8294,7868,695,0.7882,324104.86,C,13.72,2023-10-24
8295,11846,762,0.8963,121417.06,A,7.67,2023-05-09
8296,2366,733,0.6867,671583.26,D,10.33,2022-09-19
8297,5584,826,0.7389,661799.36,C,7.91,2023-06-25
8298,4898,655,0.766,299368.06,B,12.65,2023-07-20
8299,5719,823,0.7148,807606.76,D,3.11,2023-03-25
8300,6002,660,0.5268,635783.46,D,6.81,2023-10-22
8301,11114,808,0.7651,420584.26,A,12.87,2022-09-24
8302,4568,651,0.5617,471128.34,C,8.77,2022-09-10
8303,9272,797,0.7501,255240.96,B,13.45,2022-07-04
8304,11704,822,0.8489,543230.77,D,12.14,2022-02-08
8305,2742,657,0.5025,507037.95,A,10.92,2023-05-19
8306,3021,737,0.6937,943850.94,C,4.36,2022-01-29
8307,6257,627,0.8356,514222.6,A,3.16,2022-05-20
8308,229,603,0.7378,779717.87,D,8.42,2023-10-26
8309,8363,689,0.6059,618066.39,C,4.02,2023-11-21
8310,295,631,0.8139,232971.86,A,11.12,2022-12-27
8311,4285,838,0.8526,59054.34,B,11.31,2023-11-07
8312,8618,718,0.6631,704911.73,B,12.73,2022-02-28
8313,6802,623,0.6338,804325.46,C,4.52,2023-11-12
8314,919,838,0.7453,876148.87,A,3.08,2023-01-08
8315,11446,692,0.6644,686887.8,B,4.13,2023-12-07
8316,499,806,0.8762,439934.69,B,8.04,2022-09-11
8317,2810,644,0.8506,497632.19,A,3.79,2022-09-24
8318,4962,742,0.6403,762747.3,B,7.23,2022-09-10
8319,9018,743,0.7056,186336.93,A,8.87,2022-08-26
8320,3780,745,0.9003,458180.17,B,12.77,2022-02-09
8321,10051,618,0.5663,63403.01,D,3.83,2023-04-12
8322,2119,732,0.8394,114220.59,A,14.59,2022-04-11
8323,6392,848,0.6426,238486.36,D,9.95,2022-02-24
8324,146,654,0.5538,633744.56,B,13.96,2022-06-18
8325,7943,836,0.5526,920896.48,B,12.44,2023-11-02
8326,4566,779,0.6243,371279.12,A,3.07,2023-05-01
8327,11770,677,0.7466,505344.37,A,13.74,2022-08-19
8328,193,683,0.9086,574812.76,A,13.1,2022-08-10
8329,5188,743,0.6363,291730.19,A,14.85,2023-04-12
8330,6638,692,0.5897,692882.0,C,4.54,2023-10-24
8331,12081,682,0.7154,220274.34,B,12.45,2022-12-05
8332,8244,616,0.5705,197423.38,A,3.43,2023-02-06
8333,2411,685,0.6223,213756.88,B,12.67,2022-02-05
8334,1821,766,0.944,484489.41,A,7.66,2023-09-02
8335,2965,600,0.7511,257708.57,C,14.3,2023-02-21
8336,2522,727,0.8528,438854.82,C,5.92,2022-08-18
8337,10062,708,0.5953,383113.27,A,10.0,2022-11-21
8338,2569,766,0.734,832686.23,A,6.27,2023-12-09
8339,5883,778,0.7297,226869.27,C,13.85,2023-12-25
8340,1868,814,0.8657,313035.64,A,11.4,2022-09-05
8341,7466,687,0.5097,952858.53,A,7.16,2022-12-31
8342,7603,588,0.8872,252187.45,B,8.79,2022-05-14
8343,10931,805,0.5358,798926.77,B,14.89,2022-12-28
8344,11462,788,0.9125,150160.26,A,7.78,2023-08-16
8345,3200,824,0.5643,590853.99,C,3.5,2023-06-12
8346,10772,645,0.7395,101065.48,A,14.62,2023-12-26
8347,6104,732,0.5447,415893.36,A,14.65,2023-12-18
8348,12198,770,0.7012,956076.0,A,10.61,2022-07-11
8349,241,797,0.6347,646206.91,C,9.2,2022-12-13
8350,3441,733,0.689,215581.88,C,13.46,2023-01-26
8351,4632,661,0.7453,810759.82,B,14.98,2023-03-15
8352,9600,800,0.7067,657944.48,A,14.9,2022-01-20
8353,11695,690,0.5104,928439.34,B,11.9,2023-08-27
8354,12231,671,0.8886,236470.6,A,6.08,2023-09-20
8355,8275,591,0.5427,130057.9,C,10.34,2023-09-09
8356,5078,718,0.9413,638562.21,B,3.87,2023-08-09
8357,3769,734,0.8831,914454.59,B,11.8,2022-07-29
8358,9143,602,0.7526,779984.7,D,4.6,2023-09-23
8359,7996,799,0.6103,417011.21,B,6.97,2023-02-10
8360,8803,816,0.5388,437388.69,A,14.0,2023-09-06
8361,6430,832,0.8023,339269.09,A,10.26,2023-01-18
8362,3606,762,0.5907,918156.25,A,10.69,2023-05-22
8363,11476,777,0.8299,813530.85,D,4.83,2022-11-14
8364,2174,749,0.8746,274724.43,A,11.9,2023-01-21
8365,11677,702,0.945,327487.25,A,12.42,2023-06-19
8366,9715,613,0.7269,742384.01,A,14.51,2023-04-25
8367,6569,582,0.9386,429913.51,A,10.46,2023-10-15
8368,2602,585,0.5672,613621.84,B,13.74,2023-12-07
8369,2658,681,0.8763,163910.46,A,12.23,2023-05-22
8370,6081,771,0.6619,828330.59,C,7.68,2023-01-03
8371,7326,592,0.6642,560800.27,A,5.06,2022-11-17
8372,2160,615,0.6209,827478.81,A,14.42,2022-08-02
8373,10642,649,0.578,717705.86,B,14.48,2022-04-12
8374,3831,684,0.699,434711.47,A,6.03,2023-11-30
8375,8314,783,0.9443,683758.57,A,14.73,2022-01-06
8376,4369,634,0.6485,69253.2,A,9.83,2023-08-05
8377,1318,686,0.7075,441798.22,B,6.46,2022-06-14
8378,4494,720,0.6028,441475.97,B,13.38,2023-12-04
8379,10711,804,0.6517,426437.63,A,11.2,2023-01-13
8380,1231,615,0.5248,126404.74,B,8.65,2022-11-24
8381,1134,712,0.9302,492102.52,B,8.81,2023-03-03
8382,7608,604,0.7294,764087.65,B,14.37,2023-12-15
8383,1302,616,0.8298,329806.5,A,7.58,2022-01-01
8384,12227,598,0.731,820400.59,A,7.46,2022-07-07
8385,1911,614,0.8466,589615.16,A,7.5,2023-01-04
8386,8083,585,0.7403,726884.49,B,14.3,2022-12-01
8387,8108,778,0.8157,898722.6,D,10.44,2022-05-13
8388,9698,613,0.8082,487414.02,C,14.57,2022-10-02
8389,7971,635,0.7401,846473.92,C,11.81,2023-03-24
8390,11378,835,0.6038,148972.41,A,12.89,2022-09-06
8391,1917,790,0.5953,780625.81,B,9.3,2022-12-21
8392,6997,676,0.8934,835352.18,C,11.4,2022-02-06
8393,11741,820,0.5543,904366.25,A,6.48,2023-10-29
8394,2758,749,0.7517,90203.14,B,3.93,2023-09-20
8395,10149,806,0.7261,125798.78,A,4.98,2022-01-04
8396,6465,706,0.8593,32395.98,B,14.67,2022-01-28
8397,179,600,0.5609,510739.95,A,3.82,2023-10-24
8398,9089,825,0.8093,200934.0,A,8.19,2023-01-05
8399,6363,669,0.7726,572095.93,C,14.71,2022-10-01
8400,9744,585,0.8155,893360.66,C,7.8,2022-08-04
8401,8684,845,0.7796,333755.08,B,13.31,2022-09-26
8402,61,676,0.7531,15293.72,A,4.94,2023-03-24
8403,9270,729,0.9168,890968.18,A,9.12,2023-05-14
8404,6682,659,0.6569,625664.79,C,7.57,2022-07-15
8405,2896,596,0.5831,209486.68,C,11.9,2022-09-16
8406,12353,717,0.8579,695436.52,A,3.32,2022-07-22
8407,11876,719,0.5584,636491.83,D,12.22,2023-07-12
8408,586,619,0.8059,386321.21,B,6.37,2022-05-28
8409,5824,747,0.7473,220022.69,C,12.48,2022-04-15
8410,12153,653,0.5006,992501.44,B,7.32,2022-04-25
8411,11963,653,0.6079,646589.91,A,3.55,2022-04-11
8412,535,629,0.7232,11730.28,A,3.15,2023-06-05
8413,3463,589,0.6484,134337.35,A,13.75,2022-10-17
8414,4012,682,0.6921,254940.08,C,14.22,2022-03-08
8415,3399,683,0.7706,815005.81,C,7.03,2022-05-16
8416,2156,721,0.8289,479903.67,B,8.05,2022-11-29
8417,5967,749,0.568,69524.93,C,14.18,2022-04-23
8418,7330,592,0.6273,272442.15,A,8.73,2022-06-12
8419,6958,736,0.7864,980907.92,A,11.14,2022-10-17
8420,9197,753,0.7648,770190.36,A,9.06,2022-05-13
8421,10692,741,0.8316,14612.65,A,13.4,2022-03-14
8422,5326,711,0.7882,840313.12,C,14.41,2023-02-08
8423,8519,607,0.6486,200345.18,A,11.74,2022-06-06
8424,4704,662,0.7247,337466.57,C,5.91,2023-04-26
8425,2707,848,0.8981,127204.51,A,4.76,2022-09-12
8426,2,830,0.5837,20473.24,C,3.37,2022-06-22
8427,9226,685,0.6695,508971.29,A,11.17,2022-12-17
8428,10674,840,0.8788,293126.33,D,12.34,2022-08-29
8429,8317,593,0.6639,366564.58,B,10.75,2022-11-30
8430,1105,659,0.6855,177305.07,B,4.3,2023-06-04
8431,10892,739,0.6437,808388.18,B,4.49,2023-08-29
8432,1862,757,0.9048,181749.08,A,10.38,2023-11-18
8433,5270,734,0.7985,522125.37,B,10.87,2022-11-25
8434,6944,614,0.594,474689.36,D,5.92,2022-07-12
8435,11113,838,0.8373,920529.09,A,7.81,2023-09-05
8436,8321,839,0.5173,987855.78,B,14.2,2022-03-04
8437,438,714,0.6784,906698.87,A,3.82,2023-05-12
8438,4847,710,0.9094,736192.45,C,5.67,2022-11-16
8439,10741,660,0.8104,436389.92,B,12.88,2022-12-06
8440,3130,638,0.8569,139246.85,A,11.23,2022-09-16
8441,9414,653,0.9191,871193.91,B,9.41,2023-06-30
8442,8082,818,0.8485,719087.26,A,10.09,2022-01-03
8443,902,708,0.5399,140479.5,B,4.83,2023-06-16
8444,11361,717,0.6038,97155.72,C,10.8,2022-07-27
8445,5399,682,0.725,677554.52,D,7.74,2023-08-08
8446,6679,588,0.5062,906859.27,C,14.96,2023-11-10
8447,5530,811,0.7811,221709.45,B,3.32,2022-02-06
8448,6605,678,0.7958,417871.73,B,14.4,2022-03-19
8449,3919,797,0.8134,964791.88,A,5.81,2022-04-23
8450,1068,816,0.7501,946526.99,B,7.02,2023-08-02
8451,27,801,0.7036,701710.23,B,3.72,2022-12-18
8452,6938,747,0.885,479317.42,A,10.63,2023-10-27
8453,7265,641,0.8453,379158.29,C,9.87,2022-11-16
8454,7119,589,0.7756,397136.54,A,12.52,2022-01-05
8455,548,813,0.5207,509832.31,A,8.86,2023-02-23
8456,10861,666,0.8123,690810.31,A,11.07,2022-12-04
8457,8759,846,0.7512,515789.56,A,14.43,2022-12-07
8458,8896,783,0.8121,237422.88,A,7.94,2023-08-20
8459,5339,820,0.6401,755571.7,B,8.69,2022-09-30
8460,12473,635,0.8496,458374.95,B,9.06,2023-05-07
8461,3141,689,0.6881,577384.89,C,9.46,2023-01-29
8462,7997,628,0.9025,778287.83,A,6.01,2023-08-02
8463,1591,822,0.5468,390172.76,A,5.77,2022-05-11
8464,7777,595,0.718,930545.1,A,7.65,2022-02-22
8465,4944,652,0.5926,514983.07,A,13.35,2023-11-26
8466,8998,781,0.7041,706707.82,A,12.84,2022-03-09
8467,7799,672,0.6592,757578.05,C,3.51,2023-07-24
8468,3792,716,0.8615,370597.63,C,12.68,2022-06-20
8469,1358,612,0.5752,265533.36,B,6.54,2023-07-24
8470,8093,667,0.7694,924123.46,B,3.59,2022-05-27
8471,3226,782,0.6829,320354.86,B,7.73,2022-11-19
8472,11811,618,0.7331,118433.02,C,4.16,2023-06-27
8473,10319,693,0.8215,500798.49,C,5.89,2023-01-09
8474,2461,826,0.6607,826434.01,A,11.98,2022-07-14
8475,8738,787,0.6652,289205.87,B,3.63,2022-09-21
8476,2729,790,0.5346,498821.52,C,8.31,2022-12-17
8477,11927,638,0.7484,367927.75,A,5.4,2023-07-30
8478,6727,735,0.6876,34412.9,D,8.15,2022-03-13
8479,10755,701,0.8655,146198.34,C,13.54,2023-02-15
8480,7482,699,0.6977,799044.86,B,12.74,2022-10-04
8481,10272,641,0.9369,935175.16,B,7.93,2022-12-15
8482,6431,737,0.5773,14245.82,B,4.87,2022-02-09
8483,10834,619,0.6202,862579.22,A,14.52,2023-12-05
8484,3115,821,0.6764,726634.1,A,8.86,2022-02-21
8485,10119,619,0.5767,688020.83,A,4.77,2023-02-25
8486,617,769,0.9375,435731.67,B,5.97,2023-08-24
8487,3645,813,0.7884,338259.68,C,12.95,2023-08-18
8488,6414,594,0.505,416529.7,A,5.57,2023-03-17
8489,1204,703,0.7603,605450.17,B,4.13,2023-02-25
8490,9952,807,0.8516,947276.99,A,6.68,2022-03-06
8491,2566,627,0.5231,214903.11,A,11.92,2022-05-03
8492,3175,768,0.7601,973940.7,B,7.73,2023-04-21
8493,3082,626,0.6684,240541.87,B,5.27,2022-08-17
8494,2631,763,0.7617,847311.94,B,13.79,2023-08-17
8495,3162,684,0.6137,663428.73,B,9.33,2022-02-24
8496,4322,826,0.7997,747590.46,C,14.48,2022-03-18
8497,8862,843,0.8021,833266.58,B,14.34,2023-10-09
8498,6270,785,0.7428,21640.82,A,10.3,2022-10-21
8499,7100,597,0.9157,726942.65,C,8.45,2023-10-17
8500,7377,830,0.9093,995731.75,B,7.98,2022-10-14
8501,11361,817,0.5214,499662.44,B,8.17,2023-01-16
8502,10314,645,0.6305,546463.55,C,3.38,2023-04-29
8503,4079,729,0.6639,114926.21,A,11.19,2023-06-15
8504,5802,772,0.5249,347360.61,A,6.76,2023-03-06
8505,4152,726,0.7356,616382.14,A,6.99,2023-01-08
8506,8912,762,0.5111,128771.69,C,12.42,2022-10-25
8507,2601,685,0.8051,340023.68,B,14.76,2023-08-10
8508,6176,815,0.5012,354426.2,D,4.35,2023-10-23
8509,11791,705,0.5144,814755.97,B,5.56,2023-05-14
8510,667,758,0.8752,542274.73,A,4.05,2023-01-14
8511,284,592,0.6137,558904.35,A,12.48,2023-01-28
8512,5841,810,0.5366,289466.37,D,11.68,2023-02-19
8513,12096,607,0.6798,320292.53,D,10.66,2022-01-17
8514,3566,840,0.5229,456689.21,A,5.3,2023-12-03
8515,10427,679,0.8377,818729.18,B,9.52,2022-04-16
8516,4594,767,0.7224,323770.49,A,10.19,2022-01-20
8517,1466,698,0.7484,328280.79,A,14.4,2023-02-06
8518,8322,625,0.8389,573355.72,A,11.1,2023-08-16
8519,4735,647,0.853,841381.95,B,13.4,2022-04-22
8520,6258,750,0.5613,508847.34,B,13.05,2023-05-13
8521,7367,775,0.6261,137101.44,B,12.05,2023-01-28
8522,10253,599,0.579,916186.27,C,7.41,2023-07-04
8523,3673,690,0.5243,476375.81,D,13.54,2022-07-09
8524,7383,725,0.7419,776064.48,A,12.09,2023-06-28
8525,6588,771,0.6124,52892.81,B,11.74,2023-06-01
8526,10687,808,0.5693,837857.88,C,4.66,2023-06-04
8527,993,591,0.7296,67754.04,C,14.13,2023-03-23
8528,6859,796,0.7853,967907.1,A,3.03,2023-01-01
8529,2122,658,0.8474,891530.11,B,6.72,2023-07-05
8530,10777,615,0.5079,273923.71,C,11.13,2023-08-29
8531,12389,843,0.7368,231300.17,C,4.8,2023-07-30
8532,2224,607,0.6202,785527.33,B,12.27,2023-10-24
8533,4523,665,0.9462,160123.97,D,4.72,2022-10-11
8534,3189,767,0.5706,869608.02,C,3.02,2023-12-08
8535,3238,833,0.697,41593.71,B,3.34,2022-06-24
8536,4137,659,0.9365,655098.44,C,5.59,2022-05-20
8537,344,765,0.5959,267463.67,B,9.54,2022-03-13
8538,4705,584,0.8631,844154.25,C,3.91,2023-12-10
8539,4824,625,0.6094,383288.69,B,7.31,2022-12-08
8540,10469,681,0.5339,438363.95,B,5.29,2023-12-02
8541,4921,581,0.5192,154096.26,C,13.55,2022-03-02
8542,3202,796,0.9269,629989.75,B,6.21,2022-09-24
8543,5472,604,0.5958,475952.0,B,10.82,2023-06-10
8544,889,836,0.6314,18605.09,C,11.81,2022-02-23
8545,10236,802,0.9351,733546.83,C,4.65,2023-10-17
8546,9534,648,0.7958,136790.09,B,4.46,2022-07-07
8547,7128,776,0.7197,530877.65,C,13.91,2022-04-10
8548,3721,761,0.6959,543689.12,A,4.9,2022-08-02
8549,2884,597,0.5219,306391.26,D,9.61,2023-01-18
8550,4213,686,0.8775,236349.0,B,10.25,2023-05-28
8551,6962,596,0.8429,318236.41,B,6.84,2023-05-04
8552,2416,704,0.5408,404028.72,A,8.78,2023-06-22
8553,9310,661,0.6591,934932.09,A,6.64,2023-09-20
8554,12456,583,0.8984,672507.04,D,12.92,2022-12-12
8555,3002,694,0.6064,965769.53,D,4.83,2022-09-06
8556,1739,716,0.7751,94121.57,D,6.64,2023-08-02
8557,1365,807,0.7196,55031.06,A,9.08,2023-03-09
8558,2709,595,0.8683,67841.17,B,6.6,2022-11-07
8559,925,791,0.5162,860617.62,A,13.34,2022-07-29
8560,152,825,0.8673,835968.68,C,13.74,2023-04-27
8561,8778,756,0.5611,443644.12,A,12.67,2023-08-28
8562,8045,610,0.5068,441128.25,B,13.63,2022-05-20
8563,913,629,0.768,433168.73,C,8.16,2023-03-23
8564,2322,722,0.6164,945037.49,D,9.47,2023-05-22
8565,496,631,0.8192,269241.62,C,10.61,2023-06-19
8566,11988,812,0.7114,721186.9,B,12.38,2022-09-29
8567,2149,745,0.7725,118813.76,B,7.19,2023-02-07
8568,557,617,0.8104,268912.31,A,3.74,2023-06-09
8569,1553,599,0.9171,602373.92,D,13.43,2022-06-26
8570,2121,678,0.8704,601667.89,A,12.27,2022-05-19
8571,3086,794,0.7228,558075.03,A,8.96,2023-05-30
8572,3505,623,0.6971,132263.24,A,4.0,2022-06-09
8573,157,690,0.7946,757147.79,A,8.21,2023-12-05
8574,8927,668,0.8301,714010.39,B,3.64,2022-08-31
8575,7506,697,0.5777,684131.37,D,9.49,2023-01-11
8576,7163,818,0.5146,138026.67,D,3.9,2022-08-11
8577,5524,651,0.7046,228653.4,A,11.91,2022-10-03
8578,7544,742,0.5448,911650.03,D,4.45,2022-10-03
8579,8056,830,0.6227,487802.53,D,7.38,2023-12-06
8580,4655,774,0.7631,423770.76,B,6.64,2022-09-29
8581,6251,639,0.5682,873813.72,B,5.54,2023-06-21
8582,11469,677,0.5128,301917.05,A,14.37,2023-07-03
8583,7247,652,0.7496,827832.99,A,12.06,2022-06-30
8584,155,801,0.7098,447079.54,A,12.01,2022-08-27
8585,7951,698,0.6378,625289.83,B,7.7,2022-10-17
8586,997,761,0.711,371182.32,B,11.75,2022-11-25
8587,10487,797,0.8076,917199.66,A,8.89,2022-12-28
8588,4627,835,0.5491,115147.31,A,8.57,2023-10-06
8589,2906,667,0.6151,224986.66,B,12.81,2022-03-03
8590,9370,605,0.8577,210585.76,C,7.16,2022-10-03
8591,154,700,0.8016,267658.94,B,4.08,2023-10-20
8592,7854,609,0.6198,459861.47,B,3.59,2023-09-03
8593,12380,781,0.6792,125670.04,B,13.15,2023-06-17
8594,6482,615,0.5539,48464.17,A,12.57,2022-02-15
8595,5600,704,0.6139,570281.65,D,9.65,2023-09-18
8596,1717,802,0.8785,507095.37,C,7.14,2022-05-02
8597,11395,814,0.6982,347252.45,A,5.82,2023-09-03
8598,11050,703,0.7881,178994.9,C,12.95,2022-02-19
8599,787,750,0.5719,126193.68,A,4.38,2023-06-28
8600,4369,760,0.5825,890133.41,A,13.19,2023-10-06
8601,8097,794,0.9234,440147.95,C,6.63,2023-11-08
8602,4273,697,0.8786,952959.83,A,5.64,2022-06-03
8603,3768,806,0.8556,332034.94,A,14.15,2022-09-12
8604,11071,616,0.6483,616542.73,C,7.72,2023-04-09
8605,8835,675,0.7532,571817.15,B,14.45,2022-02-04
8606,5995,699,0.7216,170929.81,B,10.73,2022-05-24
8607,7217,591,0.9303,498867.85,A,10.26,2023-09-10
8608,8858,701,0.6078,489845.12,A,7.58,2023-10-19
8609,3427,614,0.9263,511333.47,A,6.13,2023-09-08
8610,3784,830,0.8181,308930.28,A,4.28,2023-10-11
8611,5428,646,0.6862,250471.72,A,10.05,2023-12-20
8612,7012,617,0.6199,416391.44,A,3.6,2023-03-13
8613,8053,809,0.8408,923528.42,D,7.87,2023-03-24
8614,3702,747,0.8703,573695.7,C,13.31,2023-10-30
8615,9262,825,0.6609,473933.92,C,13.94,2023-04-15
8616,2350,658,0.5773,203546.17,A,8.18,2022-07-21
8617,7012,693,0.7215,926851.82,A,7.21,2022-08-31
8618,7056,796,0.7108,663086.74,A,9.2,2022-04-18
8619,1213,779,0.8264,988695.23,A,4.24,2023-01-13
8620,6966,821,0.9379,177111.53,A,4.3,2023-01-18
8621,9345,592,0.7391,396456.13,A,3.47,2022-07-05
8622,6705,786,0.8293,339359.97,B,13.47,2022-05-28
8623,7434,841,0.6578,338862.45,C,12.55,2023-01-25
8624,2512,676,0.7698,42567.8,B,6.11,2022-07-03
8625,144,650,0.5519,542647.01,A,11.27,2022-11-07
8626,10682,809,0.8667,612726.93,A,13.69,2023-03-01
8627,7368,611,0.6549,56692.66,C,12.77,2022-05-11
8628,3229,829,0.536,881031.37,B,5.31,2022-04-13
8629,4583,833,0.9458,209389.06,A,6.56,2023-04-29
8630,11398,838,0.9058,156149.01,A,6.42,2023-08-29
8631,6032,761,0.5888,188410.05,C,8.35,2023-08-28
8632,4244,745,0.6634,427471.38,C,8.79,2022-11-12
8633,11335,583,0.9215,91552.47,B,6.46,2022-02-04
8634,11497,724,0.8583,825615.02,A,13.21,2022-11-15
8635,9550,744,0.9079,683190.86,B,3.75,2023-08-07
